If You Build It	7.1	Documentary
In Your Eyes	7.1	Romance, Sci-Fi
Ip Man 3	7.1	Action, Biography, Drama
Iris	7.1	Biography, Drama, Romance
Jackass: Number Two	7.1	Documentary, Action, Comedy
Koi... Mil Gaya	7.1	Drama, Fantasy, Romance
Lo and Behold: Reveries of the Connected World	7.1	Documentary
Look Who's Back	7.1	Comedy
Mandela: Long Walk to Freedom	7.1	Biography, Drama, History
My All American	7.1	Biography, Drama, Sport
Norman Lear: Just Another Version of You	7.1	Documentary, Biography, History
ROBOT	7.1	Action, Crime, Drama
Raees	7.1	Action, Crime, Drama
Rustom	7.1	Crime, Drama, Thriller
Sand Storm	7.1	Drama
Tabloid	7.1	Documentary, Crime
The Little Death	7.1	Comedy, Drama, Romance
The Panic in Needle Park	7.1	Drama
The People vs. Fritz Bauer	7.1	Biography, Drama, Thriller
The Queen of Versailles	7.1	Documentary
The Railway Man	7.1	Biography, Drama, Romance
The Road Within	7.1	Comedy, Drama
The Tribe	7.1	Crime, Drama
The Warlords	7.1	Action, Drama, History
The Young Offenders	7.1	Comedy
Tinker, Tailor, Soldier, Spy	7.1	Drama, Mystery, Thriller
Unthinkable	7.1	Drama, Thriller
XXY	7.1	Drama, Romance
10 Things I Hate About You	7.2	Comedy, Drama, Romance
All Stars	7.2	Comedy, Drama, Sport
August: Osage County	7.2	Drama
Beginners	7.2	Comedy, Drama, Romance
Big Men	7.2	Documentary
Caramel	7.2	Comedy, Drama, Romance
Chicago	7.2	Comedy, Crime, Musical
Department Q: The Keeper of Lost Causes	7.2	Crime, Mystery, Thriller
Dheepan	7.2	Crime, Drama
Fantasia 2000	7.2	Animation, Comedy, Family
God Bless America	7.2	Comedy
Grease	7.2	Musical, Romance
Gremlins	7.2	Comedy, Fantasy, Horror
In Order of Disappearance	7.2	Comedy, Crime, Thriller
Kaabil	7.2	Action, Crime, Drama
Kung Fu Panda 3	7.2	Animation, Action, Adventure
Last Cab to Darwin	7.2	Comedy, Drama, Romance
Lilo & Stitch	7.2	Animation, Adventure, Comedy
Narco Cultura	7.2	Documentary
Neruda	7.2	Biography, Crime, Drama
North Sea Texas	7.2	Drama, Romance
Now: In the Wings on a World Stage	7.2	Documentary
Our Last Tango	7.2	Documentary, Musical
Paddington	7.2	Comedy, Family, Fantasy
Pariah	7.2	Drama
Remember Me	7.2	Drama, Romance
Scream	7.2	Horror, Mystery
Secret of the Wings	7.2	Animation, Family, Fantasy
Sex and Lucía	7.2	Drama, Romance
The Black Panthers: Vanguard of the Revolution	7.2	Documentary
The Messenger	7.2	Drama, Romance, War
The Physician	7.2	Adventure, Drama, History
The Woodsman	7.2	Drama, Romance
Tracks	7.2	Adventure, Biography, Drama
Unconditional	7.2	Drama
Whores' Glory	7.2	Documentary
Assassination	7.3	Drama, History, Thriller
Bella	7.3	Drama, Romance
Berlin Calling	7.3	Comedy, Drama, Music
Chef	7.3	Comedy, Drama
Command and Control	7.3	Documentary, History
Dope	7.3	Comedy, Crime, Drama
Enemy of the State	7.3	Action, Thriller
Flame and Citron	7.3	Drama, History, Thriller
Force Majeure	7.3	Comedy, Drama
Forever Strong	7.3	Drama, Sport
Frailty	7.3	Crime, Drama, Thriller
Gabbar Is Back	7.3	Action, Crime, Drama
Harry Benson: Shoot First	7.3	Documentary
Heathers	7.3	Comedy
Into the Abyss	7.3	Documentary, Crime, Drama
Lucha Mexico	7.3	Documentary, Action, Drama
Matchstick Men	7.3	Comedy, Crime, Drama
Miss Sharon Jones!	7.3	Documentary, Music
Peter and the Farm	7.3	Documentary
Phoenix	7.3	Drama, History
Punch-Drunk Love	7.3	Comedy, Drama, Romance
Rams	7.3	Drama
Revenge of the Mekons	7.3	Documentary
Shaolin Soccer	7.3	Action, Comedy, Fantasy
Sleeping Beauty	7.3	Animation, Family, Fantasy
St. Vincent	7.3	Comedy, Drama
Super Size Me	7.3	Documentary, Comedy, Drama
Surfwise	7.3	Documentary, Sport
TE3N	7.3	Drama, Mystery, Thriller
The Emperor's New Groove	7.3	Animation, Adventure, Comedy
The Good, the Bad, the Weird	7.3	Action, Adventure, Comedy
The Great Gatsby	7.3	Drama, Romance
The Land Before Time	7.3	Animation, Adventure, Drama
The Life Aquatic with Steve Zissou	7.3	Adventure, Comedy, Drama
The Place Beyond the Pines	7.3	Crime, Drama, Thriller
The Queen	7.3	Biography, Drama
The Road	7.3	Adventure, Drama
The Siege of Jadotville	7.3	Action, Drama, Thriller
The Trials of Muhammad Ali	7.3	Documentary, Biography, Sport
The Way Back	7.3	Adventure, Drama, History
Theeb	7.3	Adventure, Drama, Thriller
Tinker Bell and the Legend of the NeverBeast	7.3	Animation, Adventure, Family
Trailer Park Boys: The Movie	7.3	Comedy, Crime
What's in a Name?	7.3	Comedy, Drama
Woman in Gold	7.3	Biography, Drama, History
A Street Cat Named Bob	7.4	Biography, Comedy, Drama
Across the Universe	7.4	Drama, Fantasy, Musical
Begin Again	7.4	Drama, Music
Cartel Land	7.4	Documentary
Cave of Forgotten Dreams	7.4	Documentary, History
Corpse Bride	7.4	Animation, Drama, Family
Death of a Gentleman	7.4	Documentary
Detour	7.4	Crime, Drama, Film-Noir
Dugun Dernek	7.4	Comedy
Finding Dory	7.4	Animation, Adventure, Comedy
Frances Ha	7.4	Comedy, Drama, Romance
Gentleman's Agreement	7.4	Drama, Romance
Janis: Little Girl Blue	7.4	Documentary, Biography, Music
Joan Rivers: A Piece of Work	7.4	Documentary, Biography, Comedy
Labyrinth	7.4	Adventure, Family, Fantasy
Little Boy	7.4	Drama, War
Me and You and Everyone We Know	7.4	Comedy, Drama
Much Ado About Nothing	7.4	Comedy, Drama, Romance
Particle Fever	7.4	Documentary
Pyaar Ka Punchnama 2	7.4	Comedy, Drama, Romance
Queen of Katwe	7.4	Biography, Drama, Sport
Rounders	7.4	Crime, Drama
Southpaw	7.4	Drama, Sport
Supermensch: The Legend of Shep Gordon	7.4	Documentary, Biography, Music
Sweeney Todd: The Demon Barber of Fleet Street	7.4	Drama, Horror, Musical
Sweet Bean	7.4	Drama
Tap World	7.4	Documentary, History, Music
The Bucket List	7.4	Adventure, Comedy, Drama
The Fundamentals of Caring	7.4	Comedy, Drama
The History of Future Folk	7.4	Comedy, Music, Sci-Fi
The Hunting Ground	7.4	Documentary
The Last Man on the Moon	7.4	Documentary, Adventure, Biography
The Stranger	7.4	Crime, Drama, Film-Noir
The Way	7.4	Adventure, Comedy, Drama
Three	7.4	Crime, Drama, Romance
Two Days, One Night	7.4	Drama
You're Not You	7.4	Drama
A Nightmare on Elm Street	7.5	Horror
An Honest Liar	7.5	Documentary, Biography, Comedy
Babel	7.5	Drama
Baghban	7.5	Drama, Romance
Best in Show	7.5	Comedy
Burn	7.5	Documentary
Dirty Wars	7.5	Documentary, Crime, Drama
Dust to Glory	7.5	Documentary, Action, Adventure
Elaine Stritch: Shoot Me	7.5	Documentary
Even the Rain	7.5	Drama, History
Fruitvale Station	7.5	Biography, Drama, Romance
Gallipoli	7.5	Adventure, Drama, History
Howards End	7.5	Drama, Romance
In the Loop	7.5	Comedy
Jesus Camp	7.5	Documentary
Keith	7.5	Drama, Romance
Kevin Hart: Laugh at My Pain	7.5	Documentary, Comedy
Khakee	7.5	Action, Adventure, Drama
Metallica: Some Kind of Monster	7.5	Documentary, Music
Pumping Iron	7.5	Documentary, Sport
Quiz Show	7.5	Biography, Drama, History
Soaked in Bleach	7.5	Documentary, Crime
The Fly	7.5	Drama, Horror, Sci-Fi
The Imposter	7.5	Documentary, Biography
The Jungle Book	7.5	Adventure, Drama, Family
The Last Unicorn	7.5	Animation, Adventure, Drama
The Overnighters	7.5	Documentary, Drama
The Short Game	7.5	Documentary, Sport
The Wailing	7.5	Drama, Fantasy, Horror
Together	7.5	Comedy, Drama, Romance
Train to Busan	7.5	Action, Drama, Horror
We Need to Talk About Kevin	7.5	Drama, Mystery, Thriller
13 Assassins	7.6	Action, Adventure, Drama
A Single Man	7.6	Drama, Romance
Ai Weiwei: Never Sorry	7.6	Documentary
An American Werewolf in London	7.6	Comedy, Horror
Animal House	7.6	Comedy
Bigger, Stronger, Faster	7.6	Documentary, Sport
Buck	7.6	Documentary
Casting By	7.6	Documentary
Doctor Strange	7.6	Action, Adventure, Fantasy
First Position	7.6	Documentary
Following	7.6	Crime, Mystery, Thriller
Headhunters	7.6	Crime, Drama, Thriller
How To Survive a Plague	7.6	Documentary, History, News
How to Steal a Million	7.6	Comedy, Crime, Romance
Hum Aapke Hain Koun	7.6	Comedy, Drama, Musical
Ip Man 2	7.6	Action, Biography, Drama
Kung Fu Panda	7.6	Animation, Action, Adventure
Last Days in Vietnam	7.6	Documentary, History, War
Milk	7.6	Biography, Drama, History
Nowitzki: The Perfect Shot	7.6	Documentary, Biography, Sport
Omar	7.6	Drama, Romance, Thriller
Philomena	7.6	Biography, Drama
Piku	7.6	Comedy, Drama
Rurouni Kenshin	7.6	Action, Drama, History
Saala Khadoos	7.6	Action, Drama, Sport
Sembene!	7.6	Documentary, Biography, History
Seymour: An Introduction	7.6	Documentary, Biography, Music
Superbad	7.6	Comedy
The Commitments	7.6	Comedy, Drama, Music
The Flowers of War	7.6	Drama, History, Romance
The Legend of Drunken Master	7.6	Action, Comedy
The Music Never Stopped	7.6	Drama
The Omen	7.6	Horror
The Wave	7.6	Drama, Thriller
Tucker and Dale vs. Evil	7.6	Comedy, Horror
Whale Rider	7.6	Drama, Family
White Christmas	7.6	Comedy, Musical, Romance
Barton Fink	7.7	Comedy, Drama, Thriller
Being Elmo: A Puppeteer's Journey	7.7	Documentary
Beware of Mr. Baker	7.7	Documentary
Beyond the Gates	7.7	Drama, History, War
Coraline	7.7	Animation, Family, Fantasy
Delicatessen	7.7	Comedy, Crime
Enron: The Smartest Guys in the Room	7.7	Documentary
Fearless	7.7	Action, Biography, Drama
Fed Up	7.7	Documentary
Finding Vivian Maier	7.7	Documentary, Biography, Mystery
Fire in the Blood	7.7	Documentary, History
Forks Over Knives	7.7	Documentary
Indie Game: The Movie	7.7	Documentary, Drama
Keep on Keepin' On	7.7	Documentary
Love Actually	7.7	Comedy, Drama, Romance
Midnight in Paris	7.7	Comedy, Fantasy, Romance
Moana	7.7	Animation, Adventure, Comedy
Mustang	7.7	Drama
On Golden Pond	7.7	Drama
Sarkar	7.7	Crime, Drama
Titanic	7.7	Drama, Romance
Victoria	7.7	Crime, Drama, Romance
Weekend	7.7	Drama, Romance
Who Framed Roger Rabbit	7.7	Animation, Adventure, Comedy
Y Tu Mamá También	7.7	Adventure, Comedy, Drama
Zodiac	7.7	Crime, Drama, History
Aquarius	7.8	Drama
Atonement	7.8	Drama, Mystery, Romance
Beasts of No Nation	7.8	Drama, War
Blue Is the Warmest Color	7.8	Drama, Romance
Changeling	7.8	Biography, Drama, Mystery
Chasing Ice	7.8	Documentary, Biography
Conspiracy	7.8	Biography, Drama, History
Dear Zindagi	7.8	Drama, Romance
Encounters at the End of the World	7.8	Documentary
Fantasia	7.8	Animation, Family, Fantasy
Gore Vidal: The United States of Amnesia	7.8	Documentary, Biography, History
Happy People: A Year in the Taiga	7.8	Documentary
Life Itself	7.8	Documentary, Biography
Lucky Number Slevin	7.8	Crime, Drama, Mystery
M.S. Dhoni: The Untold Story	7.8	Biography, Drama, Sport
Madras Café	7.8	Action, Drama, History
Man on Wire	7.8	Documentary
Moonrise Kingdom	7.8	Adventure, Comedy, Drama
Mother	7.8	Crime, Drama, Mystery
Neerja	7.8	Biography, Drama, Thriller
Pyaar Ka Punchnama	7.8	Comedy, Drama, Romance
Shelter	7.8	Drama, Romance, Sport
The Best Offer	7.8	Crime, Drama, Mystery
The Big Short	7.8	Biography, Comedy, Drama
The Boy in the Striped Pajamas	7.8	Drama, War
The Little Prince	7.8	Animation, Adventure, Drama
The Longest Day	7.8	Action, Drama, History
The Verdict	7.8	Drama
Udta Punjab	7.8	Action, Crime, Drama
Undefeated	7.8	Documentary, Sport
Waking Life	7.8	Animation, Drama, Fantasy
When Two Worlds Collide	7.8	Documentary
Boyhood	7.9	Drama
Captain America: Civil War	7.9	Action, Adventure, Sci-Fi
Cocaine Cowboys	7.9	Documentary, Crime
E.T. the Extra-Terrestrial	7.9	Family, Sci-Fi
Ernest & Celestine	7.9	Animation, Comedy, Crime
Food, Inc.	7.9	Documentary
Hero	7.9	Action, Adventure, History
Hot Fuzz	7.9	Action, Comedy, Mystery
Jiro Dreams of Sushi	7.9	Documentary
Kubo and the Two Strings	7.9	Animation, Adventure, Family
Mr. Nobody	7.9	Drama, Fantasy, Romance
My Left Foot	7.9	Biography, Drama
Nightcrawler	7.9	Crime, Drama, Thriller
Stray Dog	7.9	Crime, Drama, Mystery
The African Queen	7.9	Adventure, Drama, Romance
The Butterfly's Dream	7.9	Biography, Drama, History
The Innocents	7.9	Horror
Tiger	7.9	Action, Adventure, Fantasy
Young@Heart	7.9	Documentary, Music
Beauty and the Beast	8.0	Animation, Family, Fantasy
Exit Through the Gift Shop	8.0	Documentary, Comedy, Crime
Generation Startup	8.0	Documentary
God Grew Tired of Us	8.0	Documentary
Kabhi Haan Kabhi Naa	8.0	Comedy, Drama, Music
Kagemusha	8.0	Drama, History, War
Kal Ho Naa Ho	8.0	Comedy, Drama, Romance
Marley	8.0	Documentary, Biography, Music
Patton	8.0	Biography, Drama, War
Pirates of the Caribbean: The Curse of the Black Pearl	8.0	Action, Adventure, Fantasy
Sing Street	8.0	Comedy, Drama, Music
Special 26	8.0	Crime, Drama, History
The Diving Bell and the Butterfly	8.0	Biography, Drama
The Iron Giant	8.0	Animation, Action, Adventure
The Nightmare Before Christmas	8.0	Animation, Family, Fantasy
The Return	8.0	Drama, Mystery, Thriller
The Way He Looks	8.0	Drama, Romance
Tower	8.0	Documentary, Animation, Crime
Vizontele	8.0	Comedy, Drama
Young Frankenstein	8.0	Comedy
Akira	8.1	Animation, Action, Drama
Blackfish	8.1	Documentary, Drama
Departures	8.1	Drama, Music
Ip Man	8.1	Action, Biography, Drama
Kung Fury	8.1	Short, Action, Comedy
Laura	8.1	Drama, Film-Noir, Mystery
Masaan	8.1	Drama, Romance
Million Dollar Baby	8.1	Drama, Sport
No Country for Old Men	8.1	Crime, Drama, Thriller
Road	8.1	Action, Adventure, Sci-Fi
Spotlight	8.1	Crime, Drama, History
The Imitation Game	8.1	Biography, Drama, Thriller
The Sixth Sense	8.1	Drama, Mystery, Thriller
The Square	8.1	Documentary, Drama, History
The Thin Blue Line	8.1	Documentary, Crime, Drama
Touching the Void	8.1	Documentary, Adventure, Drama
Ugly	8.1	Crime, Drama, Mystery
Zootopia	8.1	Animation, Adventure, Comedy
13TH	8.2	Documentary, Crime, History
Airlift	8.2	Adventure, Drama, History
Kahaani	8.2	Drama, Mystery, Thriller
Sacrifice	8.2	Drama
Street	8.2	Biography, Comedy, Crime
V for Vendetta	8.2	Action, Drama, Thriller
Zeitgeist: Moving Forward	8.2	Documentary
Andaz Apna Apna	8.3	Comedy, Family, Romance
Best Worst Thing That Ever Could Have Happened	8.3	Documentary
Downfall	8.3	Biography, Drama, History
Full Metal Jacket	8.3	Drama, War
Inglourious Basterds	8.3	Adventure, Drama, War
Inside Job	8.3	Documentary, Crime
Pink	8.3	Crime, Drama, Thriller
Queen	8.3	Adventure, Comedy, Drama
Sunrise	8.3	Drama, Romance
The Hunt	8.3	Drama
The Look of Silence	8.3	Documentary, Biography, History
The Third Man	8.3	Film-Noir, Mystery, Thriller
To Kill a Mockingbird	8.3	Crime, Drama
Zeitgeist Addendum	8.3	Documentary, History, War
Cowspiracy: The Sustainability Secret	8.4	Documentary
Drishyam	8.4	Crime, Drama, Mystery
Mughal-E-Azam	8.4	Drama, Romance, War
Oldboy	8.4	Drama, Mystery, Thriller
The Shining	8.4	Drama, Horror
Memento	8.5	Mystery, Thriller
Rear Window	8.5	Mystery, Thriller
Sunset Boulevard	8.5	Drama, Film-Noir
The Prestige	8.5	Drama, Mystery, Sci-Fi
Black Friday	8.6	Action, Crime, Drama
Dear Zachary: A Letter to a Son About His Father	8.6	Documentary, Crime, Drama
Dangal	8.7	Action, Biography, Drama
Forrest Gump	8.8	Comedy, Drama, Romance
Disturbing the Peace	8.9	Documentary
Schindler's List	8.9	Biography, Drama, History
Dark	9.0	Action, Crime, Drama
